Attrition Date,Random Number,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Staff Number,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
10-Aug-22,200,54,No,Non-Travel,142,Human Resources,26,Bachelor's Degree,Human Resources,1,148,STAFF-148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4
30-Mar-21,247,24,No,Travel_Rarely,1127,Research & Development,18,High School,Life Sciences,1,150,STAFF-150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2
24-Jul-22,91,34,No,Travel_Rarely,1031,Research & Development,6,Master's Degree,Life Sciences,1,151,STAFF-151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
25-May-21,52,37,No,Travel_Rarely,1189,Sales,3,Bachelor's Degree,Life Sciences,1,152,STAFF-152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
14-Aug-22,48,34,No,Travel_Rarely,1354,Research & Development,5,Bachelor's Degree,Medical,1,153,STAFF-153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8
15-Dec-21,193,36,No,Travel_Frequently,1467,Sales,11,Associates Degree,Technical Degree,1,154,STAFF-154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
19-Mar-21,52,36,No,Travel_Rarely,922,Research & Development,3,Associates Degree,Life Sciences,1,155,STAFF-155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0
28-Nov-21,355,43,No,Travel_Frequently,394,Sales,26,Associates Degree,Life Sciences,1,158,STAFF-158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
24-Apr-21,316,30,No,Travel_Frequently,1312,Research & Development,23,Bachelor's Degree,Life Sciences,1,159,STAFF-159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9
12-Apr-22,208,33,No,Non-Travel,750,Sales,22,Associates Degree,Marketing,1,160,STAFF-160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
28-Oct-22,195,56,Yes,Travel_Rarely,441,Research & Development,14,Master's Degree,Life Sciences,1,161,STAFF-161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3
05-Oct-21,91,51,No,Travel_Rarely,684,Research & Development,6,Bachelor's Degree,Life Sciences,1,162,STAFF-162,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15
12-Aug-21,91,31,Yes,Travel_Rarely,249,Sales,6,Master's Degree,Life Sciences,1,163,STAFF-163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
11-Feb-22,43,26,No,Travel_Rarely,841,Research & Development,6,Bachelor's Degree,Other,1,164,STAFF-164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
29-May-21,174,58,Yes,Travel_Rarely,147,Research & Development,23,Master's Degree,Medical,1,165,STAFF-165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6
12-Dec-21,211,19,Yes,Travel_Rarely,528,Sales,22,High School,Marketing,1,167,STAFF-167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0
05-Jul-22,45,22,No,Travel_Rarely,594,Research & Development,2,High School,Technical Degree,1,169,STAFF-169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
14-Nov-22,153,49,No,Travel_Rarely,470,Research & Development,20,Master's Degree,Medical,1,170,STAFF-170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11
08-Feb-22,213,43,No,Travel_Frequently,957,Research & Development,28,Bachelor's Degree,Medical,1,171,STAFF-171,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2
09-Sep-22,125,50,No,Travel_Frequently,809,Sales,12,Bachelor's Degree,Marketing,1,174,STAFF-174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1
01-Aug-22,273,31,Yes,Travel_Rarely,542,Sales,20,Bachelor's Degree,Life Sciences,1,175,STAFF-175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2
10-Jul-22,130,41,No,Travel_Rarely,802,Sales,9,High School,Life Sciences,1,176,STAFF-176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7
11-Jul-22,338,26,No,Travel_Rarely,1355,Human Resources,25,High School,Life Sciences,1,177,STAFF-177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7
06-Dec-22,55,36,No,Travel_Rarely,216,Research & Development,6,Associates Degree,Medical,1,178,STAFF-178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1
28-Nov-21,121,51,Yes,Travel_Frequently,1150,Research & Development,8,Master's Degree,Life Sciences,1,179,STAFF-179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3
14-Jun-22,65,39,No,Travel_Rarely,1329,Sales,4,Master's Degree,Life Sciences,1,182,STAFF-182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9
03-Dec-21,188.5,25,No,Travel_Rarely,959,Sales,28,Bachelor's Degree,Life Sciences,1,183,STAFF-183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2
09-Mar-22,148,30,No,Travel_Rarely,1240,Human Resources,9,Bachelor's Degree,Human Resources,1,184,STAFF-184,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7
31-Aug-22,76,32,Yes,Travel_Rarely,1033,Research & Development,9,Bachelor's Degree,Medical,1,190,STAFF-190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4
25-Mar-21,216,45,No,Travel_Rarely,1316,Research & Development,29,Bachelor's Degree,Medical,1,192,STAFF-192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3
22-Jan-21,61,38,No,Travel_Rarely,364,Research & Development,3,Doctoral Degree,Technical Degree,1,193,STAFF-193,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2
28-Sep-22,247,30,No,Travel_Rarely,438,Research & Development,18,Bachelor's Degree,Life Sciences,1,194,STAFF-194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4
02-May-21,80,32,No,Travel_Frequently,689,Sales,9,Associates Degree,Medical,1,195,STAFF-195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7
04-Aug-22,93,30,No,Travel_Rarely,201,Research & Development,5,Bachelor's Degree,Technical Degree,1,197,STAFF-197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
14-Apr-21,27,30,No,Travel_Rarely,1427,Research & Development,2,High School,Medical,1,198,STAFF-198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2
14-Sep-21,147,41,No,Travel_Frequently,857,Research & Development,10,Bachelor's Degree,Life Sciences,1,199,STAFF-199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7
17-Aug-21,130,41,No,Travel_Rarely,933,Research & Development,9,Master's Degree,Life Sciences,1,200,STAFF-200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4
07-May-21,34,19,No,Travel_Rarely,1181,Research & Development,3,High School,Medical,1,201,STAFF-201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
03-Jun-21,199,40,No,Travel_Frequently,1395,Research & Development,26,Bachelor's Degree,Medical,1,202,STAFF-202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13
02-Aug-21,22,35,No,Travel_Rarely,662,Sales,1,Doctoral Degree,Marketing,1,204,STAFF-204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6
05-Aug-22,67,53,No,Travel_Rarely,1436,Sales,6,Associates Degree,Marketing,1,205,STAFF-205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5
25-Nov-21,130,45,No,Travel_Rarely,194,Research & Development,9,Bachelor's Degree,Life Sciences,1,206,STAFF-206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15
31-May-21,89,32,No,Travel_Frequently,967,Sales,8,Bachelor's Degree,Marketing,1,207,STAFF-207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7
23-Nov-22,26,29,No,Non-Travel,1496,Research & Development,1,High School,Technical Degree,1,208,STAFF-208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
23-Feb-22,62,51,No,Travel_Rarely,1169,Research & Development,7,Master's Degree,Medical,1,211,STAFF-211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0
07-Mar-21,76,58,No,Travel_Rarely,1145,Research & Development,9,Bachelor's Degree,Medical,1,214,STAFF-214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0
19-Aug-22,49,40,No,Travel_Rarely,630,Sales,4,Master's Degree,Marketing,1,215,STAFF-215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11
02-Feb-21,35,34,No,Travel_Frequently,303,Sales,2,Master's Degree,Marketing,1,216,STAFF-216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2
25-Jun-21,146,22,No,Travel_Rarely,1256,Research & Development,19,High School,Medical,1,217,STAFF-217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
01-Dec-22,73,27,No,Non-Travel,691,Research & Development,9,Bachelor's Degree,Medical,1,218,STAFF-218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2
20-Dec-21,160,28,No,Travel_Rarely,440,Research & Development,21,Bachelor's Degree,Medical,1,221,STAFF-221,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2
18-May-22,325,57,No,Travel_Rarely,334,Research & Development,24,Associates Degree,Life Sciences,1,223,STAFF-223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4
20-Nov-22,31,27,No,Non-Travel,1450,Research & Development,3,Bachelor's Degree,Medical,1,224,STAFF-224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1
23-Sep-22,156,50,No,Travel_Rarely,1452,Research & Development,11,Bachelor's Degree,Life Sciences,1,226,STAFF-226,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
20-Sep-22,195,41,No,Travel_Rarely,465,Research & Development,14,Bachelor's Degree,Life Sciences,1,227,STAFF-227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
18-Jul-22,78,30,No,Travel_Rarely,1339,Sales,5,Bachelor's Degree,Life Sciences,1,228,STAFF-228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4
18-Aug-22,26,38,No,Travel_Rarely,702,Sales,1,Master's Degree,Life Sciences,1,230,STAFF-230,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7
01-May-21,91,32,No,Travel_Rarely,120,Research & Development,6,Doctoral Degree,Life Sciences,1,231,STAFF-231,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
23-Jun-21,285,27,No,Travel_Rarely,1157,Research & Development,17,Bachelor's Degree,Technical Degree,1,233,STAFF-233,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
02-Sep-22,33,19,Yes,Travel_Frequently,602,Sales,1,High School,Technical Degree,1,235,STAFF-235,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
03-Jun-21,38,36,No,Travel_Frequently,1480,Research & Development,3,Associates Degree,Medical,1,238,STAFF-238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
26-Feb-21,73,30,No,Non-Travel,111,Research & Development,9,Bachelor's Degree,Medical,1,239,STAFF-239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
13-Sep-22,65,45,No,Travel_Rarely,1268,Sales,4,Associates Degree,Life Sciences,1,240,STAFF-240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
05-Mar-22,117,56,No,Travel_Rarely,713,Research & Development,8,Bachelor's Degree,Life Sciences,1,241,STAFF-241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
19-Aug-22,39,33,No,Travel_Rarely,134,Research & Development,2,Bachelor's Degree,Life Sciences,1,242,STAFF-242,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
25-Jan-22,39,19,Yes,Travel_Rarely,303,Research & Development,2,Bachelor's Degree,Life Sciences,1,243,STAFF-243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0
06-Oct-21,22,46,No,Travel_Rarely,526,Sales,1,Associates Degree,Marketing,1,244,STAFF-244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
28-Jul-21,130,38,No,Travel_Rarely,1380,Research & Development,9,Associates Degree,Life Sciences,1,245,STAFF-245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
05-Mar-21,97,31,No,Travel_Rarely,140,Research & Development,12,High School,Medical,1,246,STAFF-246,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
18-Dec-22,202,34,No,Travel_Rarely,629,Research & Development,27,Associates Degree,Medical,1,247,STAFF-247,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
01-Feb-21,193,41,Yes,Travel_Rarely,1356,Sales,20,Associates Degree,Marketing,1,248,STAFF-248,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2
28-Jan-21,20,50,No,Travel_Rarely,328,Research & Development,1,Bachelor's Degree,Medical,1,249,STAFF-249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
07-May-21,104,53,No,Travel_Rarely,1084,Research & Development,13,Associates Degree,Medical,1,250,STAFF-250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
04-Nov-21,111,33,No,Travel_Rarely,931,Research & Development,14,Bachelor's Degree,Medical,1,252,STAFF-252,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
03-Nov-22,41,40,No,Travel_Rarely,989,Research & Development,4,High School,Medical,1,253,STAFF-253,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9
19-Apr-22,111,55,No,Travel_Rarely,692,Research & Development,14,Master's Degree,Medical,1,254,STAFF-254,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15
26-Oct-22,43,34,No,Travel_Frequently,1069,Research & Development,2,High School,Life Sciences,1,256,STAFF-256,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
28-Dec-21,34,51,No,Travel_Rarely,313,Research & Development,3,Bachelor's Degree,Medical,1,258,STAFF-258,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0
23-Sep-21,26,52,No,Travel_Rarely,699,Research & Development,1,Master's Degree,Life Sciences,1,259,STAFF-259,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9
28-Oct-21,76,27,No,Travel_Rarely,894,Research & Development,9,Bachelor's Degree,Medical,1,260,STAFF-260,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3
21-Sep-22,312,35,Yes,Travel_Rarely,556,Research & Development,23,Associates Degree,Life Sciences,1,261,STAFF-261,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
23-Sep-22,59,43,No,Non-Travel,1344,Research & Development,7,Bachelor's Degree,Medical,1,262,STAFF-262,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
19-Jan-21,24,45,No,Non-Travel,1195,Research & Development,2,Associates Degree,Medical,1,264,STAFF-264,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8
05-Oct-22,286,37,No,Travel_Rarely,290,Research & Development,21,Bachelor's Degree,Life Sciences,1,267,STAFF-267,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
17-Mar-22,31,35,No,Travel_Frequently,138,Research & Development,2,Bachelor's Degree,Medical,1,269,STAFF-269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
12-Dec-21,157,42,No,Non-Travel,926,Research & Development,21,Associates Degree,Medical,1,270,STAFF-270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2
20-Feb-22,39,38,No,Travel_Rarely,1261,Research & Development,2,Master's Degree,Life Sciences,1,271,STAFF-271,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
11-Oct-22,238.5,38,No,Travel_Rarely,1084,Research & Development,29,Bachelor's Degree,Technical Degree,1,273,STAFF-273,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7
19-Sep-22,33,27,No,Travel_Frequently,472,Research & Development,1,High School,Technical Degree,1,274,STAFF-274,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0
20-Jan-21,244,49,No,Non-Travel,1002,Research & Development,18,Master's Degree,Life Sciences,1,275,STAFF-275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7
05-Apr-21,87,34,No,Travel_Frequently,878,Research & Development,10,Master's Degree,Medical,1,277,STAFF-277,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0
18-Oct-22,146,40,No,Travel_Rarely,905,Research & Development,19,Associates Degree,Medical,1,281,STAFF-281,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
24-Jun-22,216,38,Yes,Travel_Rarely,1180,Research & Development,29,High School,Medical,1,282,STAFF-282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
04-Apr-21,256,29,Yes,Travel_Rarely,121,Sales,27,Bachelor's Degree,Marketing,1,283,STAFF-283,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
14-Dec-22,78,22,No,Travel_Rarely,1136,Research & Development,5,Bachelor's Degree,Life Sciences,1,284,STAFF-284,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2
14-Oct-21,143,36,No,Travel_Frequently,635,Research & Development,18,High School,Medical,1,286,STAFF-286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7
28-Jun-21,127,40,No,Non-Travel,1151,Research & Development,9,Doctoral Degree,Life Sciences,1,287,STAFF-287,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2
29-Aug-22,20,46,No,Travel_Rarely,644,Research & Development,1,Master's Degree,Medical,1,288,STAFF-288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3
23-Jul-21,41,32,Yes,Travel_Rarely,1045,Sales,4,Master's Degree,Medical,1,291,STAFF-291,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
18-Feb-22,23,30,No,Non-Travel,829,Research & Development,1,High School,Life Sciences,1,292,STAFF-292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
27-Nov-22,277,27,No,Travel_Frequently,1242,Sales,20,Bachelor's Degree,Life Sciences,1,293,STAFF-293,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
30-Oct-22,117,51,No,Travel_Rarely,1469,Research & Development,8,Master's Degree,Life Sciences,1,296,STAFF-296,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
13-Dec-22,61,30,Yes,Travel_Rarely,1005,Research & Development,3,Bachelor's Degree,Technical Degree,1,297,STAFF-297,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
28-Jan-22,91,41,No,Travel_Rarely,896,Sales,6,Bachelor's Degree,Life Sciences,1,298,STAFF-298,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0
11-Jan-21,251,30,Yes,Travel_Frequently,334,Sales,26,Master's Degree,Marketing,1,299,STAFF-299,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
17-Aug-22,29,29,Yes,Travel_Rarely,992,Research & Development,1,Bachelor's Degree,Technical Degree,1,300,STAFF-300,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
29-May-21,52,45,No,Non-Travel,1052,Sales,6,Bachelor's Degree,Medical,1,302,STAFF-302,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
05-Nov-21,40,54,No,Travel_Rarely,1147,Sales,3,Bachelor's Degree,Marketing,1,303,STAFF-303,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
18-Jan-22,78,36,No,Travel_Rarely,1396,Research & Development,5,Associates Degree,Life Sciences,1,304,STAFF-304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
03-May-22,41,33,No,Travel_Rarely,147,Research & Development,4,Master's Degree,Medical,1,305,STAFF-305,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
22-Feb-22,72,37,No,Travel_Frequently,663,Research & Development,11,Bachelor's Degree,Other,1,306,STAFF-306,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
30-May-21,52,38,No,Travel_Rarely,119,Sales,3,Bachelor's Degree,Life Sciences,1,307,STAFF-307,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
25-Mar-21,17,31,No,Non-Travel,979,Research & Development,1,Master's Degree,Medical,1,308,STAFF-308,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
16-Jan-22,52,59,No,Travel_Rarely,142,Research & Development,3,Bachelor's Degree,Life Sciences,1,309,STAFF-309,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
24-Mar-22,53,37,No,Travel_Frequently,319,Sales,4,Master's Degree,Marketing,1,311,STAFF-311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
